file,material,condition,angle_deg,wavelength,norm_path,mask_path,mean_defect,mean_bg,std_bg,CNR,SNR,sharpness_varLapl,entropy,glare_ratio,defect_area_pct
C:\Users\engsa\Desktop\said_AI_proc\transparent\undefected\0deg\blue\transparent_undefected_0deg_blue.bmp,transparent,undefected,0,blue,C:\Users\engsa\Desktop\said_AI_proc\transparent\undefected\0deg\blue\transparent_undefected_0deg_blue_norm.png,C:\Users\engsa\Desktop\said_AI_proc\transparent\undefected\0deg\blue\transparent_undefected_0deg_blue_mask.png,98.47848984589679,24.793041288520993,10.769880272253646,6.841807586961854,2.11771759350498,51663.2109375,7.441544170089995,0.0005688636131535948,4.870585522620507
C:\Users\engsa\Desktop\said_AI_proc\transparent\undefected\0deg\green\transparent_undefected_0deg_green.bmp,transparent,undefected,0,green,C:\Users\engsa\Desktop\said_AI_proc\transparent\undefected\0deg\green\transparent_undefected_0deg_green_norm.png,C:\Users\engsa\Desktop\said_AI_proc\transparent\undefected\0deg\green\transparent_undefected_0deg_green_mask.png,80.0768251697496,26.41277550613344,8.717541134545835,6.155869967846379,2.1452023781860876,35721.88671875,7.097772207318435,0.0007011064516952614,3.7924174389808005
C:\Users\engsa\Desktop\said_AI_proc\transparent\undefected\0deg\white\transparent_undefected_0deg_white.bmp,transparent,undefected,0,white,C:\Users\engsa\Desktop\said_AI_proc\transparent\undefected\0deg\white\transparent_undefected_0deg_white_norm.png,C:\Users\engsa\Desktop\said_AI_proc\transparent\undefected\0deg\white\transparent_undefected_0deg_white_mask.png,214.93241397349453,34.64974817991423,8.784744801932536,20.522242803674878,2.448059466212238,20351.5546875,7.272280209722442,0.002283632365706699,1.372612847222222
C:\Users\engsa\Desktop\said_AI_proc\transparent\undefected\0deg\red\transparent_undefected_0deg_red.bmp,transparent,undefected,0,red,C:\Users\engsa\Desktop\said_AI_proc\transparent\undefected\0deg\red\transparent_undefected_0deg_red_norm.png,C:\Users\engsa\Desktop\said_AI_proc\transparent\undefected\0deg\red\transparent_undefected_0deg_red_mask.png,72.21591808661121,16.40554752169143,7.09720190636292,7.863714644342243,1.7858085448141092,52778.52734375,7.324114549017305,0.00016315933925653594,3.073977800755719
C:\Users\engsa\Desktop\said_AI_proc\metal\defected\45deg\blue\metal_defected_45deg_blue.bmp,metal,defected,45,blue,C:\Users\engsa\Desktop\said_AI_proc\metal\defected\45deg\blue\metal_defected_45deg_blue_norm.png,C:\Users\engsa\Desktop\said_AI_proc\metal\defected\45deg\blue\metal_defected_45deg_blue_mask.png,84.47971295641739,11.774698314550713,5.622451848731443,12.931193827523952,1.803178414013095,62275.0078125,7.211763268554187,1.9946129493464053e-06,7.279579312193627
C:\Users\engsa\Desktop\said_AI_proc\metal\defected\45deg\green\metal_defected_45deg_green.bmp,metal,defected,45,green,C:\Users\engsa\Desktop\said_AI_proc\metal\defected\45deg\green\metal_defected_45deg_green_norm.png,C:\Users\engsa\Desktop\said_AI_proc\metal\defected\45deg\green\metal_defected_45deg_green_mask.png,74.1949116685778,16.077069412586017,7.2691788513766085,7.995104184977601,2.104873995693605,37934.9296875,6.84112974829835,2.1940742442810456e-06,3.252794851664624
C:\Users\engsa\Desktop\said_AI_proc\metal\defected\45deg\white\metal_defected_45deg_white.bmp,metal,defected,45,white,C:\Users\engsa\Desktop\said_AI_proc\metal\defected\45deg\white\metal_defected_45deg_white_norm.png,C:\Users\engsa\Desktop\said_AI_proc\metal\defected\45deg\white\metal_defected_45deg_white_mask.png,101.72214294904035,20.95764186695921,9.660898222584336,8.35993705981474,2.464141893501432,27976.865234375,6.949021271487293,4.4479868770424834e-05,3.410748251123366
C:\Users\engsa\Desktop\said_AI_proc\metal\defected\45deg\red\metal_defected_45deg_red.bmp,metal,defected,45,red,C:\Users\engsa\Desktop\said_AI_proc\metal\defected\45deg\red\metal_defected_45deg_red_norm.png,C:\Users\engsa\Desktop\said_AI_proc\metal\defected\45deg\red\metal_defected_45deg_red_mask.png,46.42774600504626,3.07041737309265,0.37952154944328637,114.24207319862002,1.3733373699033067,38210.01171875,6.335911246489539,0.0,2.371594796772876
C:\Users\engsa\Desktop\said_AI_proc\metal\undefected\45deg\blue\metal_undefected_45deg_blue.bmp,metal,undefected,45,blue,C:\Users\engsa\Desktop\said_AI_proc\metal\undefected\45deg\blue\metal_undefected_45deg_blue_norm.png,C:\Users\engsa\Desktop\said_AI_proc\metal\undefected\45deg\blue\metal_undefected_45deg_blue_mask.png,88.43222147017607,12.41936521392241,6.023004126964583,12.620422409466604,1.7692091187350134,61035.9921875,7.222109524792985,2.1940742442810456e-06,10.461645188674428
C:\Users\engsa\Desktop\said_AI_proc\metal\undefected\45deg\green\metal_undefected_45deg_green.bmp,metal,undefected,45,green,C:\Users\engsa\Desktop\said_AI_proc\metal\undefected\45deg\green\metal_undefected_45deg_green_norm.png,C:\Users\engsa\Desktop\said_AI_proc\metal\undefected\45deg\green\metal_undefected_45deg_green_mask.png,82.3025784106215,16.79571157873741,7.342654438922148,8.921414915652774,2.1042880458655,38061.12109375,6.8802449334793865,2.991919424019608e-06,3.3171211192810452
